Stem,Average Occurrence (Comedy),Average Occurrence (Thriller)
too,9.41778086993,7.06147471824
fuss,0.0701481712022,0.0292465081915
hasnt,0.513413359457,0.588356592399
lookin,0.150928384463,0.196737966339
arrang,0.272595635611,0.35824670071
brill,0.0,0.0792349848545
sale,0.325770838692,0.171830427865
month,1.7460264101,1.46236859897
intact,0.0268011226393,0.0493233879261
foolish,0.114865464402,0.0982864791544
newspap,0.377078358545,0.192250510406
transit,0.0625263919137,0.0490947898907
roi,0.149759414209,0.275355679759
whew,0.10750150811,0.00972219081907
uwhatu,0.118661381476,0.0500277756753
main,0.330684178226,0.236871805876
bat,0.238787416035,0.200425517015
line,1.32450800018,1.24838707513
snake,0.115958816467,0.211562954659
bald,0.0448744685573,0.049540858425
cage,0.201588253596,0.127175892535
toward,0.301160766,0.202536474562
sold,0.326699690619,0.196613453245
till,0.854955262269,0.682925516232
mood,0.299665571932,0.14730785972
warn,0.45115832778,0.327930314343
johnni,0.50344177076,0.792059076762
mustv,0.1067212432,0.284478520428
scream,0.317100686094,0.294685803682
undress,0.0792663459532,0.0670388376139
absolut,0.988777849079,0.560872104629
flaw,0.0527332391303,0.0834603676709
bake,0.176062933418,0.0195886639081
mmm,0.303887320645,0.102604660491
jerri,0.326095919258,0.498439304702
employe,0.0974149871095,0.0991454391956
quot,0.186106161973,0.0833900709706
waitin,0.0979390094601,0.0835721263487
benefit,0.14309870587,0.103146794105
werent,1.03351315021,0.793958207701
fulfil,0.0886349285746,0.0148437267946
plastic,0.0876445356139,0.15273272882
tribe,0.0733520074697,0.0495666098595
yknow,0.413400128229,0.257500884235
hope,2.47703959889,1.71641303376
layer,0.0883130164501,0.0692102725136
tom,0.351249034044,1.00520940961
reaction,0.159947128453,0.112772783901
san,0.22128478498,0.414159355985
katrina,0.0,0.0
identifi,0.0353838831974,0.235444986218
red,0.922759182142,0.530409104852
exorc,0.0,0.079141059125
iron,0.133843724124,0.0982949435856
beer,0.434447061847,0.488287393984
santo,0.00896140920297,0.172353700438
bruis,0.0360513755461,0.0587828612195
stab,0.0797140937401,0.191111242826
louis,0.0868722255727,0.260450779444
agreement,0.0263244249199,0.0883661132399
coulda,0.150977332766,0.138479766397
film,0.774573036017,0.584993632879
rufu,0.0885548257348,0.0195591684902
soil,0.0805587938346,0.0447200528109
playin,0.0355416171032,0.04488355911
millionair,0.169301980269,0.0394559070881
middl,0.656602365903,0.525544813947
closer,0.247279995508,0.265894449535
spirit,0.309465200593,0.241668990918
accident,0.0262699820344,0.054122428446
yer,0.0723009863538,0.0298971269402
traffic,0.142591391682,0.181268201674
what,68.3487318208,55.2492552666
convict,0.0715657087124,0.196071009794
sack,0.132093249731,0.0490083461081
examin,0.177387947495,0.187226182976
compound,0.0446592414991,0.0708455127544
squid,0.0179532870567,0.0300169162906
gimm,0.294584670831,0.206609384648
fault,0.894203289997,0.449777976074
mysteri,0.435647856296,0.22531374697
sea,0.267102137002,0.267130643762
barbara,0.116371573321,0.0580540595741
surpris,1.01847812263,0.662028544771
rm,0.154912962164,0.0
hid,0.0358349647398,0.123820691803
sewer,0.0441010078305,0.0590439783689
kilomet,0.0263970785625,0.0840838930128
lisa,0.131186084837,0.302066601016
workshop,0.0807424927633,0.0147876140585
safeti,0.141355982251,0.170887672895
touch,1.11671357232,0.994995349978
jersei,0.170192986956,0.0838932674662
frequent,0.0615376458529,0.0343686462934
enjoi,0.816584273153,0.40132749858
loos,0.195059826401,0.403030650372
homeless,0.122772798687,0.0151859750212
ah,1.40498246418,0.520657508107
extens,0.0526597443099,0.0639461072681
termin,0.0538872244191,0.182807766512
level,0.327145245192,0.37982266908
violent,0.0808924927651,0.0980287140509
rush,0.299299989884,0.165988684655
coordin,0.035539475602,0.142431157468
earli,0.627440694356,0.574382360453
wa,33.4897957737,31.1265390184
dizzi,0.0796530296397,0.0489206500336
privat,0.665720336344,0.473320943709
gwen,0.0719433323067,0.0339479666582
suicid,0.332501956521,0.303378758763
headquart,0.0532945671072,0.0737300175187
educ,0.187318812279,0.0832249708037
sort,1.70044673632,0.871718683341
handsom,0.213073791752,0.0682863683709
stella,0.0266328839177,0.0291575824064
ac,0.142654482254,0.10378246592
audit,0.166834771627,0.0497825980411
antiqu,0.0442246656449,0.0391957679622
dot,0.0633917477569,0.0197598854523
technolog,0.0446363732832,0.152872926693
motion,0.107228946819,0.0644510242199
hairi,0.106753747828,0.0345645077045
site,0.0179246978167,0.133736266602
student,0.289990725934,0.215921084947
up,21.7590337748,17.9874770477
either,1.18161409606,1.08734456494
pry,0.0606686330441,0.0389332944829
conspiraci,0.0452764280286,0.132726554833
basi,0.124544628662,0.0537445856116
timer,0.00879769383481,0.0540649385987
heat,0.232267592854,0.221596080657
lawson,0.0,0.0
hear,3.62728056656,2.92133086888
ui,0.0902334751973,0.0443690388883
fool,0.789195534775,0.491660458223
mere,0.106990522839,0.108063629591
huh,4.86466346978,1.99579897498
donni,0.176323870213,0.068814617348
none,0.478440436904,0.657724058153
fifth,0.167642837221,0.0693594491865
becaus,7.06683296366,4.64253110076
lamb,0.0701692701428,0.0936878628485
interpret,0.0267785308797,0.0683883872573
increas,0.0536382185474,0.0740754630414
tower,0.177246601062,0.186308725308
mickei,0.14920754451,0.363886381101
colleagu,0.0619794302742,0.0736829308064
confer,0.116378020578,0.152721058804
hollow,0.0353680305379,0.0445630234376
leon,0.459035217296,0.333251348553
thou,0.161623340591,0.0247881189667
fran,0.356050515086,0.00482070173045
percent,0.28364073739,0.349944933833
six,1.57960243377,1.49599693345
limp,0.0621773833317,0.0449471935715
arrowai,0.0,0.0784269347812
explod,0.0796814860559,0.0443781679817
friendli,0.105242251737,0.132300118988
breakfast,0.422914337637,0.259894023506
greek,0.026137494128,0.108325435077
need,8.84025696519,7.82502911934
rome,0.13244314718,0.127230273131
beast,0.0801349171871,0.0834756505897
rehab,0.0447463679938,0.0298297134811
ben,0.917707016616,0.406251031479
land,0.712398839613,0.471321142238
river,0.158791666398,0.286197156953
frank,0.387496579414,0.916125834671
smash,0.203702398642,0.0738287413436
quicker,0.02631346055,0.0443811145508
former,0.142094242374,0.0843991377016
lower,0.230084700894,0.0886349638403
rap,0.0895662260865,0.0145757060995
nick,0.0530965009858,0.665319611109
came,2.80070026297,2.54961030759
hopeless,0.0875400211412,0.0392597947385
comedian,0.0790899484421,0.0394571999438
right,20.7145535127,14.3588102425
yall,0.178323552381,0.074637473837
truli,0.264638880814,0.133341981026
not,37.3447896903,28.1490213275
soze,0.0,0.118418173539
forgotten,0.266408094723,0.16257437652
tight,0.213824962633,0.330050545727
pro,0.16759312309,0.0936236274741
sona,0.0,0.0751148330873
under,1.22939091513,1.45052700559
precis,0.0621901426324,0.172930548621
center,0.284549934367,0.212560847545
stiff,0.149933912274,0.0839684028275
virtual,0.0272992849298,0.0537611236515
author,0.241960602376,0.301609477538
dry,0.204626302937,0.216125150963
theyll,1.14531581625,1.3414546946
golden,0.106869489167,0.0587945764645
final,1.07815453618,0.561426341646
properli,0.0882050880759,0.0442662082173
paper,1.04283989077,0.815774654805
older,0.388655085547,0.137995211171
serv,0.442204216882,0.281958525586
dant,0.212836776258,0.0145245179213
whistl,0.0879174073534,0.122709136221
suffer,0.213370347405,0.244536556504
confid,0.310720917634,0.196111079775
fraud,0.106995807602,0.0441673073308
brain,0.789795530308,0.6683569344
minu,0.0355924045219,0.0445562970738
twentyf,0.239158622372,0.118137809246
cut,1.49761482718,1.48787779157
atmospher,0.0976911152169,0.10873309239
bid,0.0349644770705,0.0934194312965
curv,0.0982954128041,0.0293216039541
pizza,0.149751141955,0.0638826668244
bench,0.0619732060313,0.0585435246121
tattoo,0.114594933038,0.0689386058927
poor,1.09943410772,0.603745467481
enid,0.191208356848,0.0146041104769
pink,0.142048079237,0.147765556201
bathroom,0.441076803812,0.298719496145
cramp,0.0797368920062,0.0194873422946
hill,0.247788470916,0.202109222571
sight,0.229411290473,0.235628845166
patrol,0.0730241656371,0.112899510402
niec,0.105239139362,0.00959324772961
calib,0.0361368186417,0.06387930046
hafta,0.0269653363985,0.0398508592775
journei,0.080128403421,0.0887424457127
poster,0.132169451239,0.0148654789962
thruster,0.0358233051442,0.0496109735703
dela,0.144361610527,0.0
celebr,0.343571769642,0.162590335158
myer,0.0,0.0725656310513
ruth,0.161291203796,0.0244956502866
suzi,0.0,0.163981442167
bunni,0.181550812712,0.0493862721007
male,0.276429752749,0.152719826134
margi,0.00879220582835,0.103771200252
bate,0.0,0.0958659720407
naw,0.251119363621,0.128999439669
than,4.64276118122,3.84114100861
msieu,0.445497422076,0.0
lone,0.246547370971,0.264337336979
mole,0.0177106367688,0.0842629672986
briefcas,0.0737324664864,0.0832617507968
rudi,0.0176825910068,0.112247688053
excel,0.503633281376,0.142686588587
madman,0.0265116789732,0.0640168916543
nazi,0.153387738434,0.0989303182101
flop,0.0989741992221,0.0244948979036
invent,0.194817881427,0.152060801322
signor,0.0,0.0836582329916
suggest,0.406643502341,0.432562056381
edward,0.200685151693,0.0988848184006
station,0.398693087573,0.589841427776
senat,0.0617685742536,0.152017280865
amen,0.0530018010457,0.0644474231719
hip,0.170502813638,0.0849799828914
price,0.354331811194,0.467978280063
awai,4.05982418405,3.70113100942
randal,0.0886819901076,0.074480537317
high,1.61154778885,0.811191078498
field,0.328349594045,0.409550903769
spiritu,0.0441071460948,0.0687977963899
tone,0.080072046851,0.0640520764169
citizen,0.171219627378,0.162434416732
stair,0.12242790253,0.151820023182
equal,0.107452286787,0.113286377549
nor,0.151864994978,0.12229743352
sixth,0.0349319039472,0.0787839125517
gettin,0.194909973359,0.282063390857
ground,0.357835760876,0.423370902276
control,0.735121847132,0.846632960242
awak,0.0699923050412,0.204234576678
oak,0.0889422746581,0.0345097093055
enterpris,0.0440143676252,0.361505939623
slightli,0.132649609922,0.0584672888584
lee,0.212418798064,0.262056572687
scope,0.0445728082678,0.0544032074699
holli,0.194386947824,0.234469721298
hunch,0.0624976846629,0.0685200452901
ethic,0.106066764938,0.0789216536939
nasti,0.249680127127,0.166003740664
fall,1.16016786035,0.760993310798
wednesdai,0.158965964283,0.097960663382
gulf,0.0276767879829,0.0593143923906
dont,47.1615915479,34.7741755137
pictur,1.60405529161,1.02873884766
awar,0.176501968524,0.211998891335
sponsor,0.0800255869524,0.00986761545003
seattl,0.201701798658,0.0634357401435
english,0.353779967061,0.33479221917
introduc,0.336679574068,0.176694690462
health,0.176194190909,0.167028922407
hallucin,0.0444555292959,0.0687918034723
quickli,0.318455373631,0.171747041329
jacob,0.0,0.126891372097
crew,0.178374037021,0.328477635997
cuervo,0.0087107817653,0.122513379711
alabama,0.0719843221993,0.0649992101565
teresa,0.0086399664874,0.150110131996
bain,0.0,0.0728599284084
precog,0.0,0.107575426696
brake,0.0529560781691,0.0297120897517
professor,0.38251813702,0.156273389503
somethin,0.276244906108,0.433952742541
formal,0.0982069816902,0.073475056859
unload,0.00885438921331,0.0588554159917
curiou,0.202187709649,0.249094247852
daddi,0.758636899574,0.84876410437
porch,0.053670253943,0.0440770939801
model,0.285663529143,0.14874148249
vehicl,0.0445233001427,0.212032625145
wisdom,0.0355081897581,0.0589502256301
find,5.07812113622,5.208459882
ruben,0.0,0.0790796129985
both,1.46782503624,1.46507365366
report,1.00100694282,1.06283753883
denver,0.114403376296,0.0342964669784
helicopt,0.0272048319265,0.0835959978189
complex,0.1252205819,0.1235041504
neednt,0.0792520351775,0.0585192916346
be,41.3433570834,29.8908377727
greet,0.115862639478,0.078784031798
spock,0.187293456709,0.290011850557
song,0.68300886356,0.22118470962
bibl,0.12435361096,0.103512675436
lipstick,0.124940777201,0.0436713103751
stroke,0.158151328049,0.0539017775065
persuad,0.0354908587605,0.0739170440941
recommend,0.158232211603,0.182133056872
deliveri,0.0984059767373,0.133595863759
hors,0.673802425011,0.274452043048
shut,2.14891828564,1.31220358577
zone,0.0890579388586,0.16833183434
bomb,0.495735627942,0.300295720467
linda,0.087107817653,0.0891738781295
tube,0.0882808718902,0.0788744416987
gross,0.168884879443,0.0243366492059
order,1.39378766612,1.17631045826
dillon,0.0,0.0774927984051
action,0.436460216951,0.343583808045
spot,0.44242184633,0.349625260324
resign,0.132343521147,0.069064716511
barn,0.152093071667,0.122522740948
bush,0.0973277438994,0.0832626295106
itu,0.0454753065112,0.0441934896585
cry,0.55631453386,0.33226075441
decemb,0.0176453626675,0.0445790485514
manufactur,0.0620957533741,0.0445255311981
satisfact,0.0445152169966,0.034622548878
fairi,0.106310219964,0.0737042965979
excit,0.83997683519,0.24531559782
extraordinari,0.11499583868,0.0492024473653
thoma,0.545339750371,0.146785949859
musician,0.0972632049962,0.029528323843
black,1.28067176174,0.71074033093
mmmmm,0.125411947324,0.00969063379896
fuel,0.0529750127161,0.13854597577
board,0.594853292226,0.359370469683
joei,0.239016510808,0.159281984694
detail,0.300036994519,0.26520788639
stewardess,0.0441924913196,0.00498261391035
hunt,0.185960771869,0.636532618243
mum,0.097108062566,0.0401621145875
preacher,0.00879665262913,0.0646507049588
shown,0.0891862485228,0.0936321056852
bread,0.158885999573,0.0690051269092
mind,3.48611328651,2.68234565479
saint,0.10721080885,0.0969816169157
oclock,0.599728189735,0.372924690189
sail,0.0989475921428,0.225938495289
stranger,0.211255455666,0.175787086518
smile,0.460262005852,0.210550484133
product,0.365114671027,0.206752689702
rubi,0.0526902766389,0.178415517802
disabl,0.0627334568977,0.0395413238334
question,1.87226148566,2.16914332196
philip,0.00868587475333,0.0682130707104
exampl,0.284508070025,0.093257859344
freddi,0.00899291653834,0.444898868732
stori,2.68896901466,1.50354659253
chariti,0.106338595248,0.0245301617498
franklin,0.0964573504946,0.0242759721382
routin,0.124302565409,0.157668126807
engin,0.151329473742,0.401353251486
lax,0.0273440537775,0.0488790483225
blade,0.0527236208828,0.238000334963
chew,0.14017164661,0.0932177564365
buljanoff,0.176686394402,0.0
counselor,0.108072629973,0.148012979049
houston,0.0089238777175,0.0890559683734
alright,1.4899796702,1.65770060524
support,0.39869455594,0.23187509325
wheelchair,0.105115713082,0.0245080998837
goe,1.27514200395,1.11172087544
rachel,0.197859922624,0.336891566932
stuff,2.81934835902,1.52159505968
neck,0.30921034792,0.334390387229
have,44.9369477583,31.980262149
divis,0.0441265483483,0.0593217316089
anniversari,0.193716315229,0.0683001988295
diamond,0.151614600009,0.0732851441088
sparazza,0.0,0.113469571415
try,5.5860070363,4.65754460256
appar,0.212304325016,0.26126713161
joker,0.0624501018977,0.0583401374875
dentist,0.123594366106,0.0441521056743
section,0.143192996583,0.128386411917
gallagh,0.355717759035,0.0
slept,0.246529119442,0.112536410513
bank,0.390749368061,0.94575278192
hurri,0.647684693565,0.490189481666
dure,0.347337009846,0.338603475124
sunni,0.0530309018249,0.0441742496789
ink,0.107024719452,0.0294979827046
vein,0.0530284116449,0.0443036506972
immigr,0.0552563031109,0.0633102948877
concentr,0.23903002145,0.177242355107
kat,0.230688865038,0.0390856476571
eager,0.0702882207068,0.0246571015591
don,0.855599226041,0.718567110335
somewher,0.830118828907,1.04501433694
religi,0.0712318390767,0.107748597441
pierc,0.114463720543,0.0346911816411
bureau,0.052648803648,0.202314348327
theyd,0.450869531579,0.506434578479
mueller,0.0,0.0
familiar,0.230811458117,0.215935001468
bonu,0.0705571058427,0.0340667112573
austrian,0.0,0.123468893426
violenc,0.0624447685368,0.132968208274
produc,0.415318912683,0.153840540992
tonight,3.17756217526,1.96250737258
royal,0.161404741796,0.0834338767605
breakin,0.0,0.0941085686947
map,0.150777109451,0.279653551405
sayin,0.0531704659696,0.158388573548
discuss,0.575734850128,0.367996733618
hed,0.65160878149,0.783588727259
strictli,0.0708828821033,0.0634546669462
led,0.142206749258,0.117679027698
mile,1.4051557856,0.717244611643
thisll,0.11599097201,0.0691054183801
dammit,0.239511292741,0.0931201920268
leav,4.47411990346,3.8618312509
dummi,0.081312138583,0.0246078551868
reactor,0.0893652139704,0.0547132096929
sauc,0.115354127135,0.044451542751
rice,0.0705622879357,0.0443440250084
coupl,1.59159392593,1.23239602864
clever,0.204072448204,0.221502374188
choic,0.653351900406,0.703102681337
chrissak,0.185919622363,0.094673018607
director,0.239834860169,0.201440640045
kastl,0.0,0.0
borg,0.0,0.149557224908
fax,0.0530605546025,0.0740732563697
brought,0.954279366226,0.715056698184
disturb,0.273289296318,0.175996503016
poison,0.202746025308,0.137602002693
grissom,0.00891873603374,0.0734868510748
shake,0.32756289454,0.240496458825
corrupt,0.0711587694308,0.0690396305172
stall,0.0532877283536,0.0833689270714
sarah,0.178592623686,0.25593651489
starter,0.0355205097642,0.0540515612041
alik,0.035299018205,0.0541369021909
quiet,0.460290286114,0.462009538201
entertain,0.347333828251,0.0687936815167
demonstr,0.0442492036318,0.0783939350892
oxygen,0.0617152459915,0.113583735054
asham,0.194137645562,0.0591023985025
undercov,0.0717841320951,0.0702209326515
beef,0.194366775889,0.0735324571526
nice,5.05262437816,2.18436973949
televis,0.485616563392,0.202592359666
oscar,0.108037895471,0.0147199459747
tourist,0.0615291868134,0.0687605941231
practic,0.780408842875,0.425824939056
mount,0.0626745899338,0.0492313310528
swedish,0.0447620631016,0.0351112187553
compani,0.939192116489,0.713289537077
twenti,1.20543699324,0.874802396855
shall,0.982749245704,0.412113038297
sherman,0.0712683084882,0.0535314765945
daryl,0.0,0.108453280149
forev,0.493474621763,0.284981825231
crowd,0.369632025955,0.197009418778
tap,0.0718386690392,0.142042728562
fix,0.704366081952,0.603058415187
store,1.05980354705,0.48001789489
grail,0.296230229723,0.108358971382
vietnam,0.0638885176932,0.0890255870806
candl,0.106251729479,0.0197959478245
whoop,0.162387515231,0.00979084852816
taken,0.710918411946,0.814169440714
end,1.93285270155,1.6714642271
eleph,0.0897682271497,0.01974786255
prefer,0.398090494107,0.206160054101
brian,0.0262616219078,0.0878112748169
lamar,0.0,0.117288039729
ma,0.514414530737,0.163398809025
victoria,0.186219939498,0.0346024437749
surviv,0.185977686551,0.378626221618
three,3.2244009968,3.04234692764
bobbi,0.184865386776,0.589496941817
stage,0.21320878712,0.0933654533422
steed,0.0,0.0838855556011
macfarlan,0.0,0.145802273727
spider,0.0354380086296,0.044766401402
trial,0.169314574716,0.284594608672
suprem,0.062571201927,0.0297435586603
awfulli,0.149743486356,0.0881345857901
foot,0.310019735644,0.270330605604
ar,33.0983370362,24.237716748
thrown,0.115665470866,0.117873981039
ask,5.7812862684,4.8493313919
cap,0.106843599827,0.128170503965
strang,0.661288069544,0.600519264077
phoenix,0.0176321701626,0.0773722461563
boot,0.178029174837,0.138470238779
georgia,0.0610257978306,0.0348261249804
replac,0.196574893185,0.216749770125
reckon,0.0710508535472,0.103555483087
divorc,0.646116954276,0.245952666015
arrest,0.2923069217,0.546779427083
horni,0.0623992237495,0.0242123135147
grandfath,0.393581627883,0.0641745122385
problem,2.46617693694,2.0291661411
bust,0.239325689134,0.403842454805
pari,0.459735409813,0.205383909695
roommat,0.123231308283,0.059473263843
consum,0.0531651919566,0.0444145421336
ag,0.761812024613,0.406932189528
been,11.5222519202,9.92638899056
spaghetti,0.1068677562,0.0291909210821
minimum,0.026298002226,0.064081710331
car,3.30187599346,3.14499820279
recruit,0.0267805033642,0.0693061446325
farm,0.203185654981,0.137674837189
dave,0.261297190094,0.285727297467
tape,0.872610331015,0.724483504989
regular,0.255584458898,0.185509842282
decor,0.106660574815,0.0246512111571
shirt,0.292069879369,0.152058504011
multipl,0.0349244659063,0.0498684860555
mechan,0.0972319595772,0.127565682732
effici,0.0618266582365,0.0147149448147
all,29.9115768968,21.2735132132
thiev,0.0705473165625,0.0701192116537
pose,0.106449288918,0.0987759545417
silenc,0.115418321511,0.103050478394
lenni,0.0260459693078,0.361565766302
radiat,0.0532029654862,0.173426337609
doesn,0.0528003341664,0.0443708589571
worri,3.20577405146,2.08695131413
garrison,0.0539205652422,0.162568079275
bound,0.0975129957035,0.0687987832236
superior,0.0890751437678,0.0932915545118
cure,0.0811253140735,0.16241936694
belli,0.106310275544,0.0839711687731
mmmm,0.0708229034948,0.0781901626292
of,75.0913007107,56.5488101127
bride,0.265500958708,0.00495590905715
hole,0.532218061995,0.387951144851
toler,0.036120169333,0.0637519626631
content,0.035454762677,0.0685642708514
applic,0.0803083020052,0.054428120746
frequenc,0.0267562081012,0.0937904089278
sore,0.192331003584,0.0730880081661
ranch,0.127636901597,0.0690363419157
fair,0.796484125245,0.347853117835
nowher,0.238662406941,0.216533009981
monitor,0.035208689547,0.173531985522
peanut,0.0619104967572,0.112997068716
presid,1.61095954903,0.962057697088
cooper,0.186372476445,0.27152563207
speech,0.712285478879,0.132764326286
canyon,0.0531193000386,0.0882222317971
humili,0.256713311114,0.053863833896
primari,0.0977018907328,0.0694115259137
anchor,0.0965949045447,0.0293371711502
everi,3.68508270987,2.56635302701
fiance,0.0978143842805,0.049128435422
temporari,0.0959796176892,0.0787442655336
nyah,0.0,0.094224869801
greenleaf,0.0,0.103342523107
marvel,0.221483155242,0.0246534842504
enough,3.28039924271,2.69118313466
extra,0.389782506579,0.222352506955
breast,0.170222601829,0.0727541365535
properti,0.27454580165,0.181185874584
social,0.444048321287,0.138100736429
hug,0.195521935818,0.00971696930644
tempt,0.0527881114341,0.0295232334341
dracula,0.161355069566,0.00997515312214
richard,0.237212053733,0.192286933114
rob,0.928350779591,0.157070389328
guinea,0.0530704524218,0.0442920014882
wanna,1.87967982377,1.14378256672
hate,2.25668802003,1.37515471624
dash,0.0447909716322,0.0490966377115
pull,1.19750686713,1.51732882905
lab,0.160498144393,0.168045062162
disast,0.168802399553,0.0643225445692
lobbi,0.132046594481,0.0941372019143
plug,0.0893374310056,0.0835669635019
rear,0.107182051294,0.0392603526304
conveni,0.115702922723,0.0832886140932
bounti,0.0,0.057915070596
auggi,0.383565978693,0.00483282988762
thee,0.08066438466,0.0345234308352
proposit,0.0885438246454,0.0392474264648
jeep,0.0091093814575,0.0731916166843
pee,0.13324534306,0.0783769520441
josephin,0.185667205571,0.0
gestur,0.0884997240713,0.0244665690356
profil,0.0699905217641,0.138379868314
mimi,0.00868587475333,0.0048214789831
infect,0.0527852465457,0.0890399156025
coincid,0.0526859096756,0.152999661958
mel,0.0439729264708,0.0584184412451
knock,0.752692012487,0.407145617574
search,0.257764891056,0.451034260565
pan,0.0441423194392,0.0737189549732
if,23.7257546876,19.8576720878
odd,0.336173907861,0.290109716787
jenni,0.0262910009675,0.177273173368
howd,0.674692833557,0.636715431166
simon,0.147812105953,0.487913104394
dodg,0.0177308453708,0.123200356576
outfit,0.247736856442,0.0696052341182
floor,0.539289600445,0.610593307307
uhh,0.151350260405,0.0
nah,0.310308620562,0.231510442995
jimmi,0.214470493581,0.705374062962
chuck,0.0454782198213,0.0586591107859
rich,0.610559948467,0.392248732554
emot,0.246340988725,0.24221213228
destruct,0.0265315828011,0.13331629127
blue,0.681601921559,0.59804715164
game,1.66408970829,1.36337031338
peculiar,0.0881832948056,0.0584812450245
internet,0.0360414068338,0.0788369135733
paranoid,0.0616331002144,0.132637467126
paradis,0.00871740860665,0.0885923150177
deposit,0.0969608807366,0.161725247786
look,18.3243385932,12.9089855696
count,0.752668433032,0.585581488478
ooz,0.0445200716498,0.0244743876593
gale,0.123380949039,0.268758404016
plumb,0.017500711754,0.0346685786173
shouldv,0.132349840547,0.181497660522
giant,0.160221372888,0.0544764897021
sooz,0.0,0.0
gino,0.0,0.14967526658
waitress,0.131239211984,0.0835215469021
conceiv,0.0722814591904,0.0540274831098
messag,0.682182830558,0.629972587897
door,1.41218532662,1.54056623944
mondai,0.238400912789,0.136686238904
mayor,0.134244627335,0.0639912865214
fanci,0.176854799052,0.181373967332
cuba,0.0435814716202,0.114066837004
most,2.77651583879,1.65885669881
barrier,0.0,0.0639916826995
eject,0.0532746303579,0.0247299660793
grew,0.185940688813,0.157742197812
alic,0.0270189401859,0.204081896898
jazz,0.0618734512411,0.0692548555707
thread,0.044238710388,0.0489898715506
commun,0.534016773174,0.375939195238
treati,0.044012888065,0.0493913303501
lieuten,0.194971893387,0.345765465852
tran,0.0443428603614,0.132219303131
mackelwai,0.0,0.0
colonel,0.377490129725,0.163600572547
vincent,0.104912436897,0.235711049736
pant,0.45781916395,0.142350825527
simpl,0.619932998656,0.534345249396
shave,0.159260117335,0.043872860853
snoop,0.0712691816127,0.0589292708239
flower,0.483993152711,0.186886660697
barton,0.0,0.217564544366
trailer,0.0533406346857,0.11693836525
towel,0.0885395142314,0.0440734352599
sheldon,0.0173044679033,0.0
comput,0.526129075168,0.679823037648
medic,0.310188340596,0.29979119311
hit,1.87712570284,1.31392265776
grow,0.646259418666,0.378059796909
ventur,0.0527842549491,0.0494287758203
mistaken,0.0539569179092,0.0788491964603
difficulti,0.0445940588002,0.0542823765745
thirtyf,0.0798153910552,0.078678669131
pm,0.0264723440707,0.0439630329769
peter,0.702039810297,0.629471820058
orang,0.19555571753,0.0888374807243
kei,0.781696976027,0.704169015879
earl,0.0359969573989,0.0640314518664
ex,0.16001896557,0.0592996508456
vault,0.00883431972011,0.07884523898
doe,5.11691115246,3.61423494461
music,0.841485263349,0.305557797668
romanc,0.123976045802,0.0248870545577
blanket,0.0886887036011,0.0585811039936
colleg,0.743180212665,0.270240581247
fog,0.0441964780302,0.117287846896
bad,3.95907978521,3.26382821199
novel,0.290753159658,0.0399348023915
kidnap,0.270629443081,0.181387077496
consult,0.0977947317812,0.0844084099991
recogn,0.398071749828,0.348040881091
laugh,0.858463113732,0.454034842563
shooter,0.0177234837764,0.0834958283907
galaxi,0.0707325345574,0.054421680898
paulin,0.0454282265934,0.0553101621302
procedur,0.0268918743613,0.129349877506
seed,0.0703623063278,0.0491794408142
radioact,0.0176782607761,0.054527393347
ars,0.0351800666984,0.0541810810081
total,1.25039331484,0.561793557797
theater,0.255727876967,0.0990912971589
cute,0.574142351249,0.19322289716
iraq,0.00928020369544,0.0393629622301
net,0.0267401314011,0.157865699338
laplant,0.255107084851,0.0
waiter,0.184822226143,0.0443257773898
print,0.176669984692,0.417962426216
milo,0.00917999168093,0.161430145155
judgment,0.0623936100964,0.0440106972672
act,1.64301131421,0.972733241876
gone,1.88708297956,1.73287875245
lecter,0.0,0.142893887492
draft,0.142343068143,0.0542468732037
build,0.884952833875,1.00342956073
vow,0.141520198684,0.0201743038825
steam,0.124807799221,0.0878436402445
veteran,0.0442734145972,0.0342105179772
eighth,0.12488362956,0.00978947990701
insect,0.10641955206,0.0149501683771
entir,0.70785480152,0.467807675467
hon,0.142695998773,0.171058510965
okai,10.2073159784,7.09581336359
fourteen,0.187426567868,0.0637380985129
meet,3.09731700783,2.16145996141
tens,0.071342830887,0.0540904937774
doin,0.442991557059,0.555970475875
hat,0.544538099645,0.11714720686
sub,0.0441479008927,0.0942313121537
counsel,0.070649790266,0.0592719136899
channel,0.160365344193,0.13767512288
close,1.84006308794,1.76240323518
daylight,0.0361114367185,0.0886706395195
loser,0.451850453513,0.123012457619
tend,0.0798025629519,0.103281822603
judgement,0.0526628656367,0.0488351741402
accus,0.0527459364406,0.185920117608
coast,0.167684793087,0.161877080734
everywher,0.220999454121,0.230433485478
welli,0.124759224596,0.0050145189234
yep,0.320341139366,0.176399380265
label,0.150488826528,0.048921823785
chines,0.133109087003,0.10815827942
kim,0.0622036517441,0.0391298287961
rather,0.964163378482,0.504142703554
publish,0.195117808922,0.118098405954
neat,0.124555193169,0.0533494214399
askin,0.0267625889937,0.0939582756134
pearl,0.0531034414286,0.185496524604
bond,0.107002487235,0.318885253444
labor,0.141390260631,0.0540774777336
cover,0.734957000907,0.792248250054
forget,2.49059903956,1.42739374462
warrior,0.0539800416755,0.128037753531
asid,0.132925861838,0.113156063561
favor,0.592540201624,0.53928253989
sheep,0.0710749605252,0.0393819967953
crook,0.205526847128,0.0934707027803
