player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
255253,/player/255253/vitor-machado-ferreira/260004/,26,4,9/19/2025,Vitinha,Vítor Machado Ferreira,"CM, CDM, CAM",89,91,128500000,170000,25,2/13/2000,172,64,16,Ligue 1,1,73,Paris Saint-Germain,CM,17,,6/30/2022,2029,38,Portugal,1354,CDM,23,Right,3,4,4,,Lean (170-185),Yes,247400000,"#Dribbler, #Playmaker , #Acrobat, #Complete midfielder","Technical +, Finesse Shot, Incisive Pass, Long Ball Pass, Tiki Taka, Intercept, Relentless",72,80,86,90,75,70,78,80,52,90,62,91,81,69,89,88,75,69,91,88,89,77,66,87,59,84,77,85,81,90,88,88,74,79,69,12,13,8,5,5,,78+3,78+3,78+3,84+0,84+0,84+0,84+0,84+0,87+3,87+3,87+3,85+3,88+3,88+3,88+3,85+3,81+3,83+3,83+3,83+3,81+3,79+3,74+3,74+3,74+3,79+3,17+3,https://cdn.sofifa.net/players/255/253/26_120.png
233419,/player/233419/raphael-dias-belloli/260004/,26,4,9/19/2025,Raphinha,Raphael Dias Belloli,"LM, LW",89,89,104000000,200000,28,12/14/1996,176,68,53,La Liga,1,241,FC Barcelona,LM,11,,7/13/2022,2028,54,Brazil,,,,Left,4,4,4,,Lean (170-185),Yes,213200000,"#Speedster, #Dribbler, #Crosser, #Acrobat, #Clinical finisher, #Complete forward","Rapid +, Finesse Shot, Power Shot, Trickster, Quick Step, Relentless",91,84,85,87,53,75,86,87,74,85,72,88,85,79,80,88,90,91,88,87,79,83,82,91,65,82,77,56,89,87,78,85,49,54,38,8,7,13,8,14,,84+3,84+3,84+3,87+0,87+0,87+0,87+0,87+0,87+2,87+2,87+2,87+2,83+3,83+3,83+3,87+2,73+3,71+3,71+3,71+3,73+3,70+3,63+3,63+3,63+3,70+3,18+3,https://cdn.sofifa.net/players/233/419/26_120.png
251854,/player/251854/pedro-gonzalez-lopez/260004/,26,4,9/19/2025,Pedri,Pedro González López,"CM, CDM, CAM",89,93,149500000,170000,22,11/25/2002,174,60,53,La Liga,1,241,FC Barcelona,LDM,8,,8/4/2020,2030,45,Spain,1362,RCM,20,Right,4,4,4,,Lean (170-185),Yes,317700000,"#Dribbler, #Playmaker , #Tactician , #Acrobat, #Complete midfielder","First Touch +, Incisive Pass, Long Ball Pass, Tiki Taka, Technical, Relentless",77,73,85,91,78,77,76,77,50,90,56,91,79,62,88,91,79,76,89,87,92,68,72,90,73,76,72,87,86,91,53,90,74,85,79,12,7,11,8,8,,78+3,78+3,78+3,85+0,84+0,84+0,84+0,85+0,87+3,87+3,87+3,86+3,88+3,88+3,88+3,86+3,84+3,85+3,85+3,85+3,84+3,82+3,78+3,78+3,78+3,82+3,17+3,https://cdn.sofifa.net/players/251/854/26_120.png
202126,/player/202126/harry-kane/260004/,26,4,9/19/2025,H. Kane,Harry Edward Kane,ST,89,89,87000000,155000,31,7/28/1993,188,86,19,Bundesliga,1,21,FC Bayern München,ST,9,,8/12/2023,2027,14,England,1318,ST,9,Right,4,3,5,,Unique,Yes,143600000,"#Aerial threat, #Distance shooter, #Strength, #Clinical finisher, #Complete forward","Finesse Shot +, Precision Header, Low Driven Shot, Gamechanger, Long Ball Pass, First Touch",64,92,83,82,48,82,80,93,90,86,89,80,82,69,79,87,62,66,67,94,72,91,87,76,86,89,80,42,94,86,93,92,46,44,38,8,10,11,14,11,,88+1,88+1,88+1,83+0,86+0,86+0,86+0,83+0,85+3,85+3,85+3,83+3,81+3,81+3,81+3,83+3,66+3,68+3,68+3,68+3,66+3,63+3,63+3,63+3,63+3,63+3,20+3,https://cdn.sofifa.net/players/202/126/26_120.png
256630,/player/256630/florian-wirtz/260004/,26,4,9/19/2025,F. Wirtz,Florian Richard Wirtz,"CAM, ST, CM",89,93,150500000,190000,22,5/3/2003,177,71,13,Premier League,1,9,Liverpool,CAM,7,,1/31/2020,2030,21,Germany,1337,RAM,17,Right,4,4,5,,Normal (170-185),Yes,289700000,"#Dribbler, #Playmaker , #Crosser, #Acrobat, #Complete midfielder","Incisive Pass +, Finesse Shot, Chip Shot, Low Driven Shot, Inventive, Technical, First Touch",80,82,88,90,54,67,87,84,43,91,81,90,83,74,87,92,82,79,88,88,87,78,65,87,59,84,63,55,85,91,66,86,64,49,44,14,14,13,6,10,,80+3,80+3,80+3,87+0,86+0,86+0,86+0,87+0,88+3,88+3,88+3,88+3,85+3,85+3,85+3,88+3,74+3,73+3,73+3,73+3,74+3,69+3,60+3,60+3,60+3,69+3,20+3,https://cdn.sofifa.net/players/256/630/26_120.png
238794,/player/238794/vinicius-jose-de-oliveira-junior/260004/,26,4,9/19/2025,Vini Jr.,Vinicius José Paixão de Oliveira Junior,"LW, ST, LM",89,92,141000000,320000,24,7/12/2000,176,73,53,La Liga,1,243,Real Madrid,LM,7,,7/12/2018,2027,54,Brazil,,,,Right,4,5,5,,Lean (170-185),Yes,299600000,"#Speedster, #Dribbler, #Acrobat, #Clinical finisher, #Complete forward","Quick Step +, Finesse Shot, Chip Shot, Gamechanger, Inventive, Rapid, First Touch",95,84,81,91,29,69,81,88,50,83,73,93,79,62,77,90,95,95,94,85,84,81,74,84,65,83,58,26,86,85,74,83,32,25,18,5,7,7,7,10,,82+3,82+3,82+3,88+0,87+0,87+0,87+0,88+0,87+3,87+3,87+3,87+3,79+3,79+3,79+3,87+3,63+3,59+3,59+3,59+3,63+3,57+3,46+3,46+3,46+3,57+3,16+3,https://cdn.sofifa.net/players/238/794/26_120.png
277643,/player/277643/lamine-yamal-nasraoui-ebana/260004/,26,4,9/19/2025,Lamine Yamal,Lamine Yamal Nasraoui Ebanaلامين يامال نصراوي إبانا,"RM, RW",89,95,147000000,100000,17,7/13/2007,180,72,53,La Liga,1,241,FC Barcelona,RM,10,,7/1/2022,2031,45,Spain,1362,RM,19,Left,3,5,5,,Lean (170-185),Yes,330800000,"#Dribbler, #Crosser, #Acrobat","Technical +, Finesse Shot, Gamechanger, Incisive Pass, Inventive, First Touch, Quick Step",85,81,86,90,23,53,89,83,33,88,65,92,87,65,84,90,88,83,93,88,81,83,58,73,45,82,45,18,88,88,69,84,23,20,28,9,13,7,10,7,,79+3,79+3,79+3,88+0,86+0,86+0,86+0,88+0,88+3,88+3,88+3,87+3,80+3,80+3,80+3,87+3,62+3,56+3,56+3,56+3,62+3,55+3,39+3,39+3,39+3,55+3,18+3,https://cdn.sofifa.net/players/277/643/26_120.png
212831,/player/212831/alisson-ramses-becker/260004/,26,4,9/19/2025,Alisson,Alisson Ramsés Becker,GK,89,89,51000000,140000,32,10/2/1992,193,91,13,Premier League,1,9,Liverpool,GK,1,,7/19/2018,2027,54,Brazil,,,,Right,3,1,5,,Unique,Yes,94400000,,"Rush Out +, Far Throw, Deflector",,,,,,,17,13,29,60,20,27,19,18,58,42,60,49,40,87,37,65,82,32,78,14,27,11,13,66,23,66,15,19,16,86,85,86,90,89,56,39+3,39+3,39+3,39+0,42+0,42+0,42+0,39+0,45+3,45+3,45+3,42+3,46+3,46+3,46+3,42+3,34+3,39+3,39+3,39+3,34+3,33+3,33+3,33+3,33+3,33+3,87+2,https://cdn.sofifa.net/players/212/831/26_120.png
230621,/player/230621/gianluigi-donnarumma/260004/,26,4,9/19/2025,G. Donnarumma,Gianluigi Donnarumma,GK,89,91,97000000,150000,26,2/25/1999,196,90,13,Premier League,1,10,Manchester City,GK,25,,9/2/2025,2030,27,Italy,1343,GK,1,Right,3,1,4,,Unique,Yes,186700000,,"Deflector +, Footwork",,,,,,,12,12,12,36,8,28,12,14,34,30,50,55,57,87,38,53,73,41,75,18,30,26,14,60,24,54,21,14,16,90,83,70,87,90,52,33+3,33+3,33+3,34+0,36+0,36+0,36+0,34+0,38+3,38+3,38+3,36+3,38+3,38+3,38+3,36+3,32+3,35+3,35+3,35+3,32+3,31+3,32+3,32+3,32+3,31+3,87+3,https://cdn.sofifa.net/players/230/621/26_120.png
192119,/player/192119/thibaut-courtois/260004/,26,4,9/19/2025,T. Courtois,Thibaut Nicolas Marc Courtois,GK,89,89,33500000,220000,33,5/11/1992,200,96,53,La Liga,1,243,Real Madrid,GK,1,,8/9/2018,2026,7,Belgium,,,,Left,3,1,5,,Unique,Yes,68700000,,"Cross Claimer +, Far Throw, Rush Out",,,,,,,14,14,13,33,12,13,19,20,35,23,42,52,63,88,45,57,68,38,70,17,23,15,13,44,27,66,20,18,16,85,89,76,88,90,46,32+3,32+3,32+3,30+0,31+0,31+0,31+0,30+0,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,29+3,31+3,31+3,31+3,29+3,29+3,29+3,29+3,29+3,29+3,87+2,https://cdn.sofifa.net/players/192/119/26_120.png
246669,/player/246669/bukayo-saka/260004/,26,4,9/19/2025,B. Saka,Bukayo Saka,"RW, RM",88,90,118500000,230000,23,9/5/2001,178,65,13,Premier League,1,1,Arsenal,RW,7,,9/14/2018,2027,14,England,1318,RES,25,Left,4,3,4,,Lean (170-185),Yes,228100000,"#Dribbler, #Crosser","Whipped Pass +, Finesse Shot, Technical",84,82,85,88,60,73,90,84,49,85,79,89,88,74,77,88,87,81,85,88,88,79,72,86,68,81,68,62,86,86,87,82,60,62,60,7,8,13,9,13,,80+3,80+3,80+3,87+0,85+0,85+0,85+0,87+0,86+3,86+3,86+3,86+3,83+3,83+3,83+3,86+3,77+3,74+3,74+3,74+3,77+3,74+3,65+3,65+3,65+3,74+3,18+3,https://cdn.sofifa.net/players/246/669/26_120.png
231478,/player/231478/lautaro-martinez/260004/,26,4,9/19/2025,L. Martínez,Lautaro Javier Martínez,ST,88,88,99000000,79000,27,8/22/1997,174,72,31,Serie A,1,44,Inter,LS,10,,7/4/2018,2029,52,Argentina,1369,SUB,22,Right,4,4,5,,Unique,Yes,163400000,"#Acrobat, #Clinical finisher","Gamechanger +, Power Shot, Precision Header, Incisive Pass, Technical, Relentless, Enforcer",81,88,75,84,51,83,68,93,86,78,92,81,84,65,72,84,83,80,88,92,87,87,91,86,80,80,87,48,93,79,74,88,45,50,45,11,8,8,8,13,,87+1,87+1,87+1,83+0,85+0,85+0,85+0,83+0,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,68+3,68+3,68+3,68+3,68+3,66+3,64+3,64+3,64+3,66+3,19+3,https://cdn.sofifa.net/players/231/478/26_120.png
188545,/player/188545/robert-lewandowski/260004/,26,4,9/19/2025,R. Lewandowski,Robert Lewandowski,ST,88,88,31000000,155000,36,8/21/1988,185,81,53,La Liga,1,241,FC Barcelona,ST,9,,7/18/2022,2026,37,Poland,1353,RS,9,Right,4,4,5,,Unique,Yes,63600000,#Clinical finisher,"Chip Shot +, Finesse Shot, Power Shot, Precision Header, Low Driven Shot, Incisive Pass, First Touch",74,89,79,85,44,84,76,92,87,84,86,84,79,84,70,88,73,74,77,89,83,89,91,76,89,82,81,49,90,81,90,87,35,42,19,15,6,12,8,10,,87+1,87+1,87+1,84+0,86+0,86+0,86+0,84+0,84+3,84+3,84+3,82+3,79+3,79+3,79+3,82+3,64+3,65+3,65+3,65+3,64+3,60+3,60+3,60+3,60+3,60+3,19+3,https://cdn.sofifa.net/players/188/545/26_120.png
256790,/player/256790/jamal-musiala/260004/,26,4,9/19/2025,J. Musiala,Jamal Musiala,"CAM, LM, CM, ST",88,92,133500000,110000,22,2/26/2003,184,72,19,Bundesliga,1,21,FC Bayern München,SUB,10,,6/3/2020,2030,21,Germany,,,,Right,4,5,4,,Lean (170-185),Yes,230300000,"#Dribbler, #Acrobat, #Clinical finisher, #Complete forward","Technical +, Precision Header, Low Driven Shot, Gamechanger, Incisive Pass, Inventive, Trickster",80,82,80,90,66,65,70,86,75,87,75,94,75,59,79,85,85,75,94,89,93,80,80,73,61,82,59,65,88,84,61,83,64,66,61,6,9,8,8,11,,83+3,83+3,83+3,85+0,86+0,86+0,86+0,85+0,87+3,87+3,87+3,84+3,83+3,83+3,83+3,84+3,74+3,74+3,74+3,74+3,74+3,73+3,69+3,69+3,69+3,73+3,17+3,https://cdn.sofifa.net/players/256/790/26_120.png
233731,/player/233731/alexander-isak/260004/,26,4,9/19/2025,A. Isak,Alexander Isak,ST,88,89,111000000,200000,25,9/21/1999,192,77,13,Premier League,1,9,Liverpool,SUB,9,,9/1/2025,2031,46,Sweden,1363,RS,9,Right,4,4,4,,Lean (185+),Yes,213700000,"#Distance shooter, #Clinical finisher","Finesse Shot +, Power Shot, Low Driven Shot, Gamechanger, Rapid, First Touch",83,89,73,85,39,76,68,91,82,79,81,88,75,64,60,87,86,80,73,87,69,91,90,82,79,83,58,38,89,80,86,88,35,34,29,7,6,9,7,11,,87+2,87+2,87+2,84+0,86+0,86+0,86+0,84+0,83+3,83+3,83+3,82+3,76+3,76+3,76+3,82+3,63+3,60+3,60+3,60+3,63+3,60+3,55+3,55+3,55+3,60+3,17+3,https://cdn.sofifa.net/players/233/731/26_120.png
232580,/player/232580/gabriel-dos-s-magalhaes/260004/,26,4,9/19/2025,Gabriel,Gabriel dos Santos Magalhães,CB,88,88,84000000,230000,27,12/19/1997,190,87,13,Premier League,1,1,Arsenal,LCB,6,,9/1/2020,2029,54,Brazil,,,,Left,2,2,4,,Normal (185+),Yes,155400000,"#Aerial threat, #Tackling , #Tactician , #Strength, #Complete defender","Bruiser +, Precision Header",64,44,64,65,88,84,42,37,90,79,33,64,57,31,76,71,61,67,51,88,37,62,88,71,89,39,86,87,52,63,51,79,89,88,87,12,8,13,10,7,,63+3,63+3,63+3,61+0,63+0,63+0,63+0,61+0,65+3,65+3,65+3,64+3,71+3,71+3,71+3,64+3,75+3,82+3,82+3,82+3,75+3,78+3,87+1,87+1,87+1,78+3,18+3,https://cdn.sofifa.net/players/232/580/26_120.png
200389,/player/200389/jan-oblak/260004/,26,4,9/19/2025,J. Oblak,Jan Oblak,GK,88,88,45000000,87000,32,1/7/1993,188,87,53,La Liga,1,240,Atlético Madrid,GK,13,,7/16/2014,2028,44,Slovenia,,,,Right,3,1,4,,Unique,Yes,94500000,,"Cross Claimer +, Far Throw, Far Reach",,,,,,,13,11,15,43,13,12,13,14,40,30,42,53,64,85,48,59,72,42,78,12,36,24,11,67,11,68,27,14,18,85,90,78,86,87,46,32+3,32+3,32+3,32+0,34+0,34+0,34+0,32+0,37+3,37+3,37+3,34+3,39+3,39+3,39+3,34+3,32+3,37+3,37+3,37+3,32+3,32+3,34+3,34+3,34+3,32+3,86+2,https://cdn.sofifa.net/players/200/389/26_120.png
224232,/player/224232/nicolo-barella/260004/,26,4,9/19/2025,N. Barella,Nicolò Barella,CM,87,87,79500000,69000,28,2/7/1997,175,68,31,Serie A,1,44,Inter,RCM,23,,9/1/2020,2029,27,Italy,1343,RCM,18,Right,4,3,4,,Normal (170-),Yes,131199999,#Acrobat,"Relentless +, Incisive Pass, Pinged Pass, Long Ball Pass, Jockey, Intercept, Press Proven",80,78,84,86,81,76,79,77,60,89,80,84,79,67,87,87,82,78,91,91,88,80,75,89,66,79,87,85,84,85,73,88,80,85,80,11,5,13,14,11,,80+3,80+3,80+3,84+0,84+0,84+0,84+0,84+0,85+2,85+2,85+2,84+3,86+1,86+1,86+1,84+3,84+3,85+2,85+2,85+2,84+3,83+3,80+3,80+3,80+3,83+3,19+3,https://cdn.sofifa.net/players/224/232/26_120.png
239837,/player/239837/alexis-mac-allister/260004/,26,4,9/19/2025,A. Mac Allister,Alexis Mac Allister,"CM, CDM",87,88,93000000,180000,26,12/24/1998,176,72,13,Premier League,1,9,Liverpool,LDM,10,,6/14/2023,2028,52,Argentina,1369,LCM,20,Right,3,3,4,,Normal (170-185),Yes,179000000,#Playmaker ,"Pinged Pass +, Power Shot, Dead Ball, Gamechanger, Block, Press Proven",66,82,85,85,78,76,79,79,65,88,77,84,83,82,87,86,68,64,82,89,86,88,72,87,69,85,83,80,78,86,86,86,78,83,74,7,10,14,15,10,,79+3,79+3,79+3,81+0,82+0,82+0,82+0,81+0,84+3,84+3,84+3,82+3,86+2,86+2,86+2,82+3,81+3,83+3,83+3,83+3,81+3,79+3,78+3,78+3,78+3,79+3,19+3,https://cdn.sofifa.net/players/239/837/26_120.png
