unique_identifier,parcel_number,building_name,building_address,postal_code,floor_area,category,property_type,pim_link,year_built,energy_audit_due_date,energy_audit_status,benchmark_year,energy_star_score,site_eui,source_eui,percent_better_than_national_median_site_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,electricity_use_grid_purchase,natural_gas_use,district_steam_use,site_energy_use,benchmark_status,reason_for_exemption,point,longitude,latitude,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
0010/002_2017,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2017,79.0,60.8,121.2,-0.268,60.8,121.2,693.6,3.9,,,,,2017 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2015,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2015,84.0,58.1,122.6,-0.319,57.8,121.8,708.1,3.9,,,,,2015 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2016,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2016,77.0,59.6,122.5,-0.24,59.4,121.8,743.6,4.1,,,,,2016 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2022,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2022,96.0,53.2,95.6,-0.463,53.2,95.6,571.7,3.2,1197594.1,5491867.8,,9578059.2,2022 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2018,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2018,91.0,61.3,110.0,-0.378,61.3,110.0,667.4,3.7,1374561.2,6344707.1,,11034710.5,2018 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2013,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2013,78.0,67.9,136.1,-0.253,67.9,136.1,844.7,4.7,,,,,2013 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2011,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2011,,,,,,,,,,,,,2011 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2012,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2012,95.0,55.9,115.1,-0.48,55.9,115.1,704.18,,,,,,2012 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2020,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2020,,27.2,50.4,-0.677,27.2,50.4,289.9,1.6,657059.9,2659900.0,,4901788.5,2020 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0010/002_2014,0010/002,Argonaut Hotel-SV,495 JEFFERSON ST,94109.0,180000,Hotel,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0010/002,1907.0,2025-04-01T00:00:00.000,Upcoming,2014,79.0,63.6,129.5,-0.265,63.6,129.5,763.1,4.2,,,,,2014 - Complied,nan,POINT (-122.420174257 37.807174798),-122.420174257,37.8071747976,Russian Hill,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2021,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2021,,20.6,54.7,-0.761,20.6,54.7,443.1,1.4,1775122.4,528747.0,,6585465.3,2021 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2019,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2019,,,,,,,,,,,,,2019 - Violation - Insufficient Data,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2017,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2017,,27.7,87.1,-0.293,27.7,87.1,255.4,2.1,,,,,2017 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2015,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2015,,81.3,188.4,0.53,81.3,188.4,694.5,5.7,,,,,2015 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2016,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2016,,,,,,,,,,,,,2016 - Exempt,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2022,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2022,,23.4,62.8,-0.726,23.3,62.7,504.9,1.6,2048438.3,487870.0,,7477142.2,2022 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2018,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2018,,,,,,,,,,,,,2018 - Violation - Insufficient Data,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2013,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2013,,92.4,197.2,0.602,92.4,197.2,761.4,6.3,,,,,2013 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2011,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2011,,,,,,,,,,,,,2011 - Violation - Insufficient Data,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2012,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2012,,92.2,196.6,0.597,92.2,196.6,759.2,6.3,,,,,2012 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2020,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2020,,66.1,148.4,0.662,66.1,148.4,498.5,4.1,1605495.0,2548221.7,,8026171.3,2020 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/007_2014,0011/007,Anchorage Square (2800 Leavenworth),2800 LEAVENWORTH ST,94133.0,485846,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/007,1978.0,2024-04-01T00:00:00.000,Upcoming,2014,,73.8,173.3,0.408,73.8,173.3,634.3,5.2,,,,,2014 - Complied,nan,POINT (-122.418537273 37.807389297),-122.418537273,37.8073892974,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2021,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2021,,,,,,,,,,,,,2021 - Violation - Insufficient Data,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2019,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2019,,,,,,,,,,,,,2019 - Violation - Insufficient Data,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2017,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2017,,15.1,31.9,-0.861,15.1,31.9,191.0,1.0,,,,,2017 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2015,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2015,,27.0,74.7,-0.685,27.0,74.5,410.2,2.1,,,,,2015 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2016,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2016,,,,,,,,,,,,,2016 - Exempt,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2022,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2022,,10.5,25.2,-0.89,10.5,25.1,135.6,0.7,469337.5,487870.0,,2089249.7,2022 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2018,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2018,,17.2,37.4,-0.836,17.2,37.4,219.7,1.1,642330.5,1229714.0,,3421346.1,2018 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2013,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2013,,27.3,74.8,-0.685,27.3,74.8,412.3,2.1,,,,,2013 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2011,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2011,,0.0,,,0.0,,83.82,,,,,,2011 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2012,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2012,,25.9,72.3,-0.696,25.9,72.3,395.1,2.0,,,,,2012 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2020,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2020,,,,,,,,,,,,,2020 - Violation - Insufficient Data,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0011/008_2014,0011/008,Anchorage Garage,500 BEACH ST,94133.0,364438,Strip Mall,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0011/008,1974.0,2024-04-01T00:00:00.000,Upcoming,2014,,27.5,76.9,-0.676,27.5,76.9,419.6,2.1,,,,,2014 - Complied,nan,POINT (-122.417829341 37.807479318),-122.417829341,37.8074793179,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2021,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2021,,22.3,60.3,-0.517,22.3,60.3,53.6,1.3,247577.9,47043.7,,891779.7,2021 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2019,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2019,31.0,66.8,159.4,0.21,67.2,159.8,177.5,4.4,598585.3,634160.0,,2676533.3,2019 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2017,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2017,38.0,68.5,176.5,0.148,68.5,176.5,191.2,4.8,,,,,2017 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2015,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2015,40.0,66.3,172.6,0.122,65.8,171.1,197.2,4.9,,,,,2015 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2016,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2016,40.0,63.8,167.7,0.123,63.8,167.7,200.7,5.0,,,,,2016 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2022,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2022,99.0,16.6,46.4,-0.641,16.6,46.4,45.5,1.1,194476.1,0.0,,663552.5,2022 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2018,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2018,40.0,57.7,132.5,0.1,57.7,132.5,151.3,3.8,482439.6,665159.0,,2311243.2,2018 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2013,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2013,,,,,,,,,,,,,2013 - Exempt,Tenant Turnover,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2011,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2011,,,,,,,,,,,,,2011 - Violation - Insufficient Data,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0012/001_2012,0012/001,211 Jefferson St,2739 TAYLOR ST,94133.0,40052,Retail Store,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0012/001,1953.0,2025-04-01T00:00:00.000,Upcoming,2012,43.0,35.2,117.5,0.088,35.2,117.5,128.05,,,,,,2012 - Complied,nan,POINT (-122.416099864 37.807887468),-122.416099864,37.8078874678,North Beach,3,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
